idn,title,year,isbn,url,subjects
551660538,Skulptur begreifen ...,,,,
970155913,"Sprengel-Museum Hannover, Malerei und Plastik",,9783891691854,,Sprengel Museum Hannover | Malerei | Katalog | Sprengel Museum Hannover | Plastik | Katalog | Sprengel Museum Hannover | Malerei | Aufsatzsammlung | Malerei | Geschichte 1900-2000 | Aufsatzsammlung
960878483,Sprengel zu 2000,,,,
969908717,Stephan Balkenhol,,,,"Balkenhol, Stephan | Ausstellung | Hannover <2003>"
551259213,Stiftung Sammlung Bernhard Sprengel,,,,
551297735,Studio / Sprengelmuseum Hannover,,,,
551297719,Studio / Kunstmuseum Hannover mit Sammlung Sprengel,,,,
956348858,Tomas Schmit,,,,"Schmit, Tomas | Ausstellung"
551766174,"""Typographie kann unter Umständen Kunst sein""",,,,
955984920,Über die Welt,,,,Fotografie | Ausstellung | Hannover <2000>
95618023X,"Zirkus, Zirkus, Zirkus",,9783891691243,,
