qid,P31,P1476,P170,P571,P276,P195,P186,P2048,P2049,P2610,P217,P528,P1431
CREATE,Q1902763,"""ELBOW SERIES: YAK""@en",Q312793,+1999-00-00T00:00:00Z/9,Q673907,Q673907,Q127418,213.5,213.5,,,,Q138573075
CREATE,Q1902763,"""GNU""@en",Q312793,+1999-00-00T00:00:00Z/9,Q673907,Q673907,Q127418,213.5,213.5,,,,Q138573075
CREATE,,"""TETRAD SERIES: REAL SHADOWS""@en",Q312793,+1999-00-00T00:00:00Z/9,Q673907,Q673907,Q207849,239,239,,,,Q138573075
CREATE,Q1902763,"""TETRAD SERIES: ALL GETTING ON TOGETHER""@en",Q312793,+1999-00-00T00:00:00Z/9,Q673907,Q673907,Q207849,239,239,,,,Q138573075
CREATE,,"""Isocephaly""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Easel Painting""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Time-Temperature""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Water to Wine to Water""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""The Hollywood Film""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Title""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Throwing Leaves Back at Tree""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Ice Cubes Sliding""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Taking a Slat: Ileene and David (#1)""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Taking a Slat: David""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Ted's Christmas Card""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Script""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Six Colorful Inside Jobs""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Folding Hat Version 1""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Folding Hat""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Black Painting""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Black Curtain""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Life Drawing""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""I Will Not Make Any More Boring Art""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Art Disasters""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Walking Forward – Running Past""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""I Am Making Art""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Xylophone""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Baldessari Sings LeWitt""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Inventory""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Teaching a Plant the Alphabet""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Ed Henderson Reconstructs Movie Scenarios""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""How We Do Art Now""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Lexicon: On Making a Masterpiece, Haste Makes Waste""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Practice Makes Perfect""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""The Way We Do Art Now and Other Sacred Tales [The Birth of Art and Other Sacred Tales]""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""The Sound Made By Kicking a Bottle""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Ed Henderson Suggests Soundtracks for Photographs""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""The Italian Tape""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Six Colorful Tales: From the Emotional Spectrum (Women)""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
CREATE,,"""Two Colorful Melodies""@en",Q312793,,Q673907,Q673907,,,,,,,Q138573075
